run_id,model,dataset,variant,seed,group,eligible_users,relevant_items,recall_at_10,recall_at_20,ndcg_at_10,ndcg_at_20
TaxPro-CL|amazon-book|V3|seed1,TaxPro-CL,amazon-book,V3,1,overall,,,0.026772899618670094,0.04566543454222004,0.028398254724588214,0.03579177102057298
TaxPro-CL|amazon-book|V3|seed1,TaxPro-CL,amazon-book,V3,1,warm,52123,55186,0.03485188753610507,0.05866499569881845,0.031811176838262185,0.04094939297847274
TaxPro-CL|yelp2018|V0|seed42,TaxPro-CL,yelp2018,V0,42,near_cold,5217,976,0.0,0.00019168104274487253,0.0,4.596750365499932e-05
TaxPro-CL|yelp2018|V0|seed42,TaxPro-CL,yelp2018,V0,42,long_tail,18907,9911,0.000594225102110448,0.0023202452234338962,0.000288724480407945,0.0008204246276068331
TaxPro-CL|yelp2018|V0|seed42,TaxPro-CL,yelp2018,V0,42,overall,,,0.03974943491109449,0.06737319809178764,0.04564968207434881,0.05568077404367614
TaxPro-CL|yelp2018|V0|seed42,TaxPro-CL,yelp2018,V0,42,warm,31661,25495,0.04641423289212536,0.0786202013528759,0.04844548939173556,0.06039210741832551
TaxPro-CL|yelp2018|V0|seed0,TaxPro-CL,yelp2018,V0,0,near_cold,5217,976,0.0,0.0,0.0,0.0
TaxPro-CL|yelp2018|V0|seed0,TaxPro-CL,yelp2018,V0,0,long_tail,18907,9911,0.00047085105793520665,0.0022727158245749238,0.0002488696937792609,0.000800935190215447
TaxPro-CL|yelp2018|V0|seed0,TaxPro-CL,yelp2018,V0,0,overall,,,0.0399822937522517,0.06794651117739786,0.04600333846025908,0.056037577664078034
TaxPro-CL|yelp2018|V0|seed0,TaxPro-CL,yelp2018,V0,0,warm,31661,25495,0.046805246963726246,0.07938965134484942,0.04884697387814658,0.06081862287714767
TaxPro-CL|yelp2018|V0|seed1,TaxPro-CL,yelp2018,V0,1,near_cold,5217,976,0.0,0.00019168104274487253,0.0,4.435081716690802e-05
TaxPro-CL|yelp2018|V0|seed1,TaxPro-CL,yelp2018,V0,1,long_tail,18907,9911,0.0005205932798887789,0.002147469708192627,0.00025664519635623504,0.0007553151477097063
TaxPro-CL|yelp2018|V0|seed1,TaxPro-CL,yelp2018,V0,1,overall,,,0.03965448531239812,0.06797189223460036,0.045798426271479405,0.05597644398827549
TaxPro-CL|yelp2018|V0|seed1,TaxPro-CL,yelp2018,V0,1,warm,31661,25495,0.046368623088367124,0.07939275189574098,0.04863801714577135,0.06078086511799772
TaxPro-CL|yelp2018|V1|seed42,TaxPro-CL,yelp2018,V1,42,near_cold,5217,976,0.0,0.00019168104274487253,0.0,4.596750365499932e-05
TaxPro-CL|yelp2018|V1|seed42,TaxPro-CL,yelp2018,V1,42,long_tail,18907,9911,0.0005470385118134629,0.0023308233162037703,0.0002678096433933887,0.0008190911840176985
TaxPro-CL|yelp2018|V1|seed42,TaxPro-CL,yelp2018,V1,42,overall,,,0.03988138633533188,0.0674985373238715,0.04579152586096714,0.05579820420839015
TaxPro-CL|yelp2018|V1|seed42,TaxPro-CL,yelp2018,V1,42,warm,31661,25495,0.046597011242546095,0.0787714042307511,0.04862343298298948,0.060539384726243775
TaxPro-CL|yelp2018|V1|seed0,TaxPro-CL,yelp2018,V1,0,near_cold,5217,976,0.0,0.0,0.0,0.0
TaxPro-CL|yelp2018|V1|seed0,TaxPro-CL,yelp2018,V1,0,long_tail,18907,9911,0.0004840736738975486,0.0022070434986286255,0.0002505911592949947,0.0007826995348688444
TaxPro-CL|yelp2018|V1|seed0,TaxPro-CL,yelp2018,V1,0,overall,,,0.04000877728183274,0.06798986084835063,0.04593698337213967,0.05602531528683688
TaxPro-CL|yelp2018|V1|seed0,TaxPro-CL,yelp2018,V1,0,warm,31661,25495,0.04682942585845758,0.07945055016488767,0.04878085374235188,0.06080921010135655
TaxPro-CL|yelp2018|V1|seed1,TaxPro-CL,yelp2018,V1,1,near_cold,5217,976,0.0,0.00019168104274487253,0.0,4.435081716690802e-05
TaxPro-CL|yelp2018|V1|seed1,TaxPro-CL,yelp2018,V1,1,long_tail,18907,9911,0.0005281490604386887,0.002105157337113133,0.0002615646321059998,0.0007464795075028665
TaxPro-CL|yelp2018|V1|seed1,TaxPro-CL,yelp2018,V1,1,overall,,,0.039719156687415394,0.06794056075689366,0.04583879907123269,0.055966098313335697
TaxPro-CL|yelp2018|V1|seed1,TaxPro-CL,yelp2018,V1,1,warm,31661,25495,0.04645666633655343,0.07937521064863795,0.04868167311543846,0.060773908066870407
TaxPro-CL|yelp2018|V2|seed42,TaxPro-CL,yelp2018,V2,42,near_cold,5217,976,0.0,0.00019168104274487253,0.0,4.596750365499932e-05
TaxPro-CL|yelp2018|V2|seed42,TaxPro-CL,yelp2018,V2,42,long_tail,18907,9911,0.000594225102110448,0.0023202452234338962,0.000288724480407945,0.0008200192720056827
TaxPro-CL|yelp2018|V2|seed42,TaxPro-CL,yelp2018,V2,42,overall,,,0.03975467278579051,0.06738067494892346,0.04564904311523002,0.05567791739085881
TaxPro-CL|yelp2018|V2|seed42,TaxPro-CL,yelp2018,V2,42,warm,31661,25495,0.04641835484392093,0.07863250861254178,0.04844448114218243,0.060390495847407286
TaxPro-CL|yelp2018|V2|seed0,TaxPro-CL,yelp2018,V2,0,near_cold,5217,976,0.0,0.0,0.0,0.0
TaxPro-CL|yelp2018|V2|seed0,TaxPro-CL,yelp2018,V2,0,long_tail,18907,9911,0.0004267756713940667,0.002063357738504509,0.00022739542356718567,0.0007322717348217915
TaxPro-CL|yelp2018|V2|seed0,TaxPro-CL,yelp2018,V2,0,overall,,,0.039954623310667785,0.06812159301563382,0.04595988126638215,0.05613898375921344
TaxPro-CL|yelp2018|V2|seed0,TaxPro-CL,yelp2018,V2,0,warm,31661,25495,0.04684815090846049,0.07965408203349533,0.04883318295004125,0.060958594154062046
TaxPro-CL|yelp2018|V2|seed1,TaxPro-CL,yelp2018,V2,1,near_cold,5217,976,0.0,0.00019168104274487253,0.0,4.435081716690802e-05
TaxPro-CL|yelp2018|V2|seed1,TaxPro-CL,yelp2018,V2,1,long_tail,18907,9911,0.0005205932798887789,0.002147469708192627,0.00025664519635623504,0.0007553151477097063
TaxPro-CL|yelp2018|V2|seed1,TaxPro-CL,yelp2018,V2,1,overall,,,0.039651972042056165,0.06797836325400239,0.04579656036092103,0.055978213242384146
TaxPro-CL|yelp2018|V2|seed1,TaxPro-CL,yelp2018,V2,1,warm,31661,25495,0.04636207348002378,0.07940890284837528,0.048634713781588026,0.060784314477380044
TaxPro-CL|yelp2018|V3|seed42,TaxPro-CL,yelp2018,V3,42,near_cold,5217,976,0.0,0.00019168104274487253,0.0,4.596750365499932e-05
TaxPro-CL|yelp2018|V3|seed42,TaxPro-CL,yelp2018,V3,42,long_tail,18907,9911,0.0005470385118134629,0.0023308233162037703,0.0002678096433933887,0.000818704581803343
TaxPro-CL|yelp2018|V3|seed42,TaxPro-CL,yelp2018,V3,42,overall,,,0.03987791068692494,0.06748662186988863,0.0457915576262605,0.05579082508317523
TaxPro-CL|yelp2018|V3|seed42,TaxPro-CL,yelp2018,V3,42,warm,31661,25495,0.04658586263099005,0.07875612791103084,0.04862101719926862,0.060531004418915284
TaxPro-CL|yelp2018|V3|seed0,TaxPro-CL,yelp2018,V3,0,near_cold,5217,976,0.0,0.0,0.0,0.0
TaxPro-CL|yelp2018|V3|seed0,TaxPro-CL,yelp2018,V3,0,long_tail,18907,9911,0.0004840736738975486,0.0022070434986286255,0.0002505911592949947,0.0007828302490232173
TaxPro-CL|yelp2018|V3|seed0,TaxPro-CL,yelp2018,V3,0,overall,,,0.0400091048992606,0.06798048634305066,0.04594005829186783,0.05602266807530531
TaxPro-CL|yelp2018|V3|seed0,TaxPro-CL,yelp2018,V3,0,warm,31661,25495,0.046816753600597505,0.07944181825373638,0.04878063145359167,0.06080668461293633
TaxPro-CL|yelp2018|V3|seed1,TaxPro-CL,yelp2018,V3,1,near_cold,5217,976,0.0,0.00019168104274487253,0.0,4.435081716690802e-05
TaxPro-CL|yelp2018|V3|seed1,TaxPro-CL,yelp2018,V3,1,long_tail,18907,9911,0.0005281490604386887,0.002105157337113133,0.0002615646321059998,0.0007462833915424917
TaxPro-CL|yelp2018|V3|seed1,TaxPro-CL,yelp2018,V3,1,overall,,,0.0397211433363327,0.06794256583782159,0.04582876660820084,0.05596230439979303
TaxPro-CL|yelp2018|V3|seed1,TaxPro-CL,yelp2018,V3,1,warm,31661,25495,0.04645395566847163,0.07937749781355316,0.04867065231125527,0.06077025833403099
TaxPro-CL|musical-instruments|V0|seed42,TaxPro-CL,musical-instruments,V0,42,near_cold,4728,2942,0.0043006204173716865,0.008001974055273546,0.0020282749850070287,0.002982722941581081
TaxPro-CL|musical-instruments|V0|seed42,TaxPro-CL,musical-instruments,V0,42,long_tail,8816,5316,0.009742837697692507,0.01692107423731743,0.00467102535799054,0.006555173067196733
TaxPro-CL|musical-instruments|V0|seed42,TaxPro-CL,musical-instruments,V0,42,overall,,,0.14560475509732862,0.17571895870729942,0.11967326686590861,0.12798593872015246
TaxPro-CL|musical-instruments|V0|seed42,TaxPro-CL,musical-instruments,V0,42,warm,19545,3040,0.19137513268627754,0.2295429002247277,0.15583371136970736,0.16624792650897938
TaxPro-CL|musical-instruments|V0|seed0,TaxPro-CL,musical-instruments,V0,0,near_cold,4728,2942,0.004864636209813875,0.008160603496897912,0.0024850600814258056,0.00334178013099537
TaxPro-CL|musical-instruments|V0|seed0,TaxPro-CL,musical-instruments,V0,0,long_tail,8816,5316,0.009374189784806844,0.016769834067928445,0.00481800353786848,0.006752345579589885
TaxPro-CL|musical-instruments|V0|seed0,TaxPro-CL,musical-instruments,V0,0,overall,,,0.1477597629575085,0.17678417228504578,0.12118615309036035,0.1292294360404547
TaxPro-CL|musical-instruments|V0|seed0,TaxPro-CL,musical-instruments,V0,0,warm,19545,3040,0.1941771494188999,0.23099501178165835,0.1577431233606349,0.16780158959997954
TaxPro-CL|musical-instruments|V0|seed1,TaxPro-CL,musical-instruments,V0,1,near_cold,4728,2942,0.0039304850535815,0.008372109419063732,0.002102067218762566,0.00323219985311133
TaxPro-CL|musical-instruments|V0|seed1,TaxPro-CL,musical-instruments,V0,1,long_tail,8816,5316,0.008647156684815485,0.015888860081237573,0.004535285430538516,0.006445033313837131
TaxPro-CL|musical-instruments|V0|seed1,TaxPro-CL,musical-instruments,V0,1,overall,,,0.14798444788896592,0.17763262009389358,0.12110288245549927,0.12931595503152662
TaxPro-CL|musical-instruments|V0|seed1,TaxPro-CL,musical-instruments,V0,1,warm,19545,3040,0.19456258095047196,0.23228469771205162,0.1576130191209239,0.16790616840359568
TaxPro-CL|musical-instruments|V1|seed42,TaxPro-CL,musical-instruments,V1,42,near_cold,4728,2942,0.0043006204173716865,0.007684715172024815,0.0020388866166096,0.0029158045690513947
TaxPro-CL|musical-instruments|V1|seed42,TaxPro-CL,musical-instruments,V1,42,long_tail,8816,5316,0.009742837697692507,0.016660184945121427,0.004730822954891003,0.006557495934701657
TaxPro-CL|musical-instruments|V1|seed42,TaxPro-CL,musical-instruments,V1,42,overall,,,0.1451452351311501,0.1752913123786719,0.11944923284930994,0.12777254047341247
TaxPro-CL|musical-instruments|V1|seed42,TaxPro-CL,musical-instruments,V1,42,warm,19545,3040,0.1905569353638592,0.22903893501623454,0.15546306253728756,0.16594973628939638
TaxPro-CL|musical-instruments|V1|seed0,TaxPro-CL,musical-instruments,V1,0,near_cold,4728,2942,0.005076142131979695,0.008583615341229553,0.0025456766454152804,0.003440918990509185
TaxPro-CL|musical-instruments|V1|seed0,TaxPro-CL,musical-instruments,V1,0,long_tail,8816,5316,0.0096577651024112,0.017138481980814104,0.004887328219148088,0.006820487937233255
TaxPro-CL|musical-instruments|V1|seed0,TaxPro-CL,musical-instruments,V1,0,overall,,,0.147526776165805,0.1760550955914285,0.12102384256962476,0.12892534725466437
TaxPro-CL|musical-instruments|V1|seed0,TaxPro-CL,musical-instruments,V1,0,warm,19545,3040,0.19373165733104405,0.22984217766259243,0.15748610015288766,0.16735671745528366
TaxPro-CL|musical-instruments|V1|seed1,TaxPro-CL,musical-instruments,V1,1,near_cold,4728,2942,0.0039304850535815,0.008583615341229553,0.0021043844763706907,0.0032812208151873877
TaxPro-CL|musical-instruments|V1|seed1,TaxPro-CL,musical-instruments,V1,1,long_tail,8816,5316,0.008987447065940712,0.016059005271800188,0.004613995670840245,0.006463108570824897
TaxPro-CL|musical-instruments|V1|seed1,TaxPro-CL,musical-instruments,V1,1,overall,,,0.14762410224411662,0.17745225741637946,0.12083561696745074,0.12906630122432067
TaxPro-CL|musical-instruments|V1|seed1,TaxPro-CL,musical-instruments,V1,1,warm,19545,3040,0.19391279839738929,0.23185163116233126,0.15722673308704976,0.16754824919351424
TaxPro-CL|musical-instruments|V2|seed42,TaxPro-CL,musical-instruments,V2,42,near_cold,4728,2942,0.0045121263395375075,0.007684715172024815,0.002094230735078576,0.0029169829938030774
TaxPro-CL|musical-instruments|V2|seed42,TaxPro-CL,musical-instruments,V2,42,long_tail,8816,5316,0.009572692507129893,0.01641063866562959,0.004643163127376997,0.006455651235914331
TaxPro-CL|musical-instruments|V2|seed42,TaxPro-CL,musical-instruments,V2,42,overall,,,0.14561995378080816,0.17587854350464383,0.11982455614026234,0.12815683294006314
TaxPro-CL|musical-instruments|V2|seed42,TaxPro-CL,musical-instruments,V2,42,warm,19545,3040,0.191518026374835,0.23001040094549016,0.15603952772223767,0.16650439541725465
TaxPro-CL|musical-instruments|V2|seed0,TaxPro-CL,musical-instruments,V2,0,near_cold,4728,2942,0.004864636209813875,0.009006627185561195,0.0024171930134760885,0.0034602302602721683
TaxPro-CL|musical-instruments|V2|seed0,TaxPro-CL,musical-instruments,V2,0,long_tail,8816,5316,0.00935528476363322,0.01685490666320975,0.004783474021474594,0.00673058075065084
TaxPro-CL|musical-instruments|V2|seed0,TaxPro-CL,musical-instruments,V2,0,overall,,,0.14771265140615966,0.1769491318658649,0.12128001845467948,0.12937048961536254
TaxPro-CL|musical-instruments|V2|seed0,TaxPro-CL,musical-instruments,V2,0,warm,19545,3040,0.19397038381305526,0.2311396109362345,0.15786711647155313,0.16800858158036475
TaxPro-CL|musical-instruments|V2|seed1,TaxPro-CL,musical-instruments,V2,1,near_cold,4728,2942,0.004089114495205866,0.007949097574732092,0.002079638292330037,0.00306393079761931
TaxPro-CL|musical-instruments|V2|seed1,TaxPro-CL,musical-instruments,V2,1,long_tail,8816,5316,0.008964761040532364,0.015841597528303518,0.004613763949953402,0.006400005385490297
TaxPro-CL|musical-instruments|V2|seed1,TaxPro-CL,musical-instruments,V2,1,overall,,,0.14818381276543663,0.1776214543752521,0.12099121654829884,0.12913392136693114
TaxPro-CL|musical-instruments|V2|seed1,TaxPro-CL,musical-instruments,V2,1,warm,19545,3040,0.19460268155081809,0.2323994000012904,0.15740989003671899,0.16769809574955738
TaxPro-CL|musical-instruments|V3|seed42,TaxPro-CL,musical-instruments,V3,42,near_cold,4728,2942,0.0040891144952058655,0.008319232938522278,0.0019852669671344336,0.0030741288605772776
TaxPro-CL|musical-instruments|V3|seed42,TaxPro-CL,musical-instruments,V3,42,long_tail,8816,5316,0.009799552761213378,0.016637498919713074,0.004719487819412802,0.006524218408900416
TaxPro-CL|musical-instruments|V3|seed42,TaxPro-CL,musical-instruments,V3,42,overall,,,0.1449346022578356,0.1751618497997063,0.1194592487746295,0.12778576491578025
TaxPro-CL|musical-instruments|V3|seed42,TaxPro-CL,musical-instruments,V3,42,warm,19545,3040,0.19034086593827326,0.2287950533755762,0.15546262616282386,0.16592458944652783
TaxPro-CL|musical-instruments|V3|seed0,TaxPro-CL,musical-instruments,V3,0,near_cold,4728,2942,0.004864636209813875,0.008372109419063732,0.0024396718717488775,0.0033465786213828586
TaxPro-CL|musical-instruments|V3|seed0,TaxPro-CL,musical-instruments,V3,0,long_tail,8816,5316,0.009487619911848587,0.016826549131449313,0.004841194162375122,0.006752439658219714
TaxPro-CL|musical-instruments|V3|seed0,TaxPro-CL,musical-instruments,V3,0,overall,,,0.1472601019473021,0.17552406659591197,0.12073358994570223,0.1285603573734736
TaxPro-CL|musical-instruments|V3|seed0,TaxPro-CL,musical-instruments,V3,0,warm,19545,3040,0.19342542651061528,0.22925825858289442,0.15714203792449916,0.1669224800465358
TaxPro-CL|musical-instruments|V3|seed1,TaxPro-CL,musical-instruments,V3,1,near_cold,4728,2942,0.0039304850535815,0.008689368302312464,0.002075377160490132,0.003295274263636433
TaxPro-CL|musical-instruments|V3|seed1,TaxPro-CL,musical-instruments,V3,1,long_tail,8816,5316,0.009157592256503326,0.016096815314147434,0.004665225633768654,0.006496121688824836
TaxPro-CL|musical-instruments|V3|seed1,TaxPro-CL,musical-instruments,V3,1,overall,,,0.14739751148105493,0.17748121129331948,0.12070798322199604,0.12901094314562656
TaxPro-CL|musical-instruments|V3|seed1,TaxPro-CL,musical-instruments,V3,1,warm,19545,3040,0.19345094508058588,0.23211409147851383,0.15699792691607653,0.1674820963705467
TaxPro-CL|arts-crafts-and-sewing|V0|seed42,TaxPro-CL,arts-crafts-and-sewing,V0,42,near_cold,9765,6233,0.005120327700972862,0.01063321385902031,0.002167368419372148,0.0035712787520928197
TaxPro-CL|arts-crafts-and-sewing|V0|seed42,TaxPro-CL,arts-crafts-and-sewing,V0,42,long_tail,17815,11261,0.012282408706770201,0.021555493186141517,0.005879940225261383,0.00829604494657487
TaxPro-CL|arts-crafts-and-sewing|V0|seed42,TaxPro-CL,arts-crafts-and-sewing,V0,42,overall,,,0.13347660283587545,0.16821352966701275,0.09878521139036978,0.10844584692891128
TaxPro-CL|arts-crafts-and-sewing|V0|seed42,TaxPro-CL,arts-crafts-and-sewing,V0,42,warm,35000,6516,0.17968525154709056,0.22474264188690882,0.13161148864931926,0.1439413902348832
TaxPro-CL|arts-crafts-and-sewing|V0|seed0,TaxPro-CL,arts-crafts-and-sewing,V0,0,near_cold,9765,6233,0.0052227342549923195,0.012083973374295955,0.0023595832054970466,0.004067173901094692
TaxPro-CL|arts-crafts-and-sewing|V0|seed0,TaxPro-CL,arts-crafts-and-sewing,V0,0,long_tail,17815,11261,0.012283656095050988,0.02278272480630044,0.00611469163585263,0.008828593526540935
TaxPro-CL|arts-crafts-and-sewing|V0|seed0,TaxPro-CL,arts-crafts-and-sewing,V0,0,overall,,,0.1345294370886858,0.16971312329861768,0.09990536731631505,0.10973086631976914
TaxPro-CL|arts-crafts-and-sewing|V0|seed0,TaxPro-CL,arts-crafts-and-sewing,V0,0,warm,35000,6516,0.18130572796376437,0.22642088751849448,0.1331616697118804,0.14557887638567565
TaxPro-CL|arts-crafts-and-sewing|V0|seed1,TaxPro-CL,arts-crafts-and-sewing,V0,1,near_cold,9765,6233,0.004608294930875576,0.011563406724697045,0.0021357022091674617,0.00390389301584291
TaxPro-CL|arts-crafts-and-sewing|V0|seed1,TaxPro-CL,arts-crafts-and-sewing,V0,1,long_tail,17815,11261,0.0117023731562042,0.022310942713693202,0.005701248324404722,0.00846264217064417
TaxPro-CL|arts-crafts-and-sewing|V0|seed1,TaxPro-CL,arts-crafts-and-sewing,V0,1,overall,,,0.1325317114433765,0.16795349029605464,0.09852052511137187,0.10838442885510106
TaxPro-CL|arts-crafts-and-sewing|V0|seed1,TaxPro-CL,arts-crafts-and-sewing,V0,1,warm,35000,6516,0.17848094554234295,0.2239306410227179,0.131207414323973,0.14366117855748725
TaxPro-CL|arts-crafts-and-sewing|V1|seed42,TaxPro-CL,arts-crafts-and-sewing,V1,42,near_cold,9765,6233,0.0052739375320020486,0.01063321385902031,0.002245786547651904,0.0036018780366915
TaxPro-CL|arts-crafts-and-sewing|V1|seed42,TaxPro-CL,arts-crafts-and-sewing,V1,42,long_tail,17815,11261,0.012310474943087912,0.021410484298500017,0.005921035815307587,0.008289768297568223
TaxPro-CL|arts-crafts-and-sewing|V1|seed42,TaxPro-CL,arts-crafts-and-sewing,V1,42,overall,,,0.13315260691138553,0.16778059582098842,0.09864274855629213,0.1082737818681459
TaxPro-CL|arts-crafts-and-sewing|V1|seed42,TaxPro-CL,arts-crafts-and-sewing,V1,42,warm,35000,6516,0.17916972773756676,0.22420987544699955,0.13136974688882067,0.1436922031760882
TaxPro-CL|arts-crafts-and-sewing|V1|seed0,TaxPro-CL,arts-crafts-and-sewing,V1,0,near_cold,9765,6233,0.005120327700972862,0.011981566820276499,0.002328755760984606,0.004040109675797748
TaxPro-CL|arts-crafts-and-sewing|V1|seed0,TaxPro-CL,arts-crafts-and-sewing,V1,0,long_tail,17815,11261,0.012255589858733278,0.022604971976288277,0.006077804677850176,0.008759752449795974
TaxPro-CL|arts-crafts-and-sewing|V1|seed0,TaxPro-CL,arts-crafts-and-sewing,V1,0,overall,,,0.13428990317694267,0.1694768489105438,0.09973473749994236,0.10954899227538231
TaxPro-CL|arts-crafts-and-sewing|V1|seed0,TaxPro-CL,arts-crafts-and-sewing,V1,0,warm,35000,6516,0.18095600007260798,0.22613925950365216,0.13294281962591403,0.1453608222222137
TaxPro-CL|arts-crafts-and-sewing|V1|seed1,TaxPro-CL,arts-crafts-and-sewing,V1,1,near_cold,9765,6233,0.004608294930875576,0.011461000170677589,0.0021376454129907064,0.0038804203757628825
TaxPro-CL|arts-crafts-and-sewing|V1|seed1,TaxPro-CL,arts-crafts-and-sewing,V1,1,long_tail,17815,11261,0.011954969283063588,0.022170611532104652,0.005807344047562412,0.008468250096871464
TaxPro-CL|arts-crafts-and-sewing|V1|seed1,TaxPro-CL,arts-crafts-and-sewing,V1,1,overall,,,0.13215159223903697,0.1670822493443475,0.09867779650526945,0.10840725048200966
TaxPro-CL|arts-crafts-and-sewing|V1|seed1,TaxPro-CL,arts-crafts-and-sewing,V1,1,warm,35000,6516,0.17787448295730893,0.22271917173803435,0.1313849681499759,0.1436803422987924
TaxPro-CL|arts-crafts-and-sewing|V2|seed42,TaxPro-CL,arts-crafts-and-sewing,V2,42,near_cold,9765,6233,0.005120327700972862,0.010735620413039767,0.0021685937311331414,0.0035962163939740653
TaxPro-CL|arts-crafts-and-sewing|V2|seed42,TaxPro-CL,arts-crafts-and-sewing,V2,42,long_tail,17815,11261,0.012282408706770201,0.021611625658776935,0.005880671162913003,0.00830985392745331
TaxPro-CL|arts-crafts-and-sewing|V2|seed42,TaxPro-CL,arts-crafts-and-sewing,V2,42,overall,,,0.13338594189309966,0.16821463230010056,0.09875301604168928,0.1084385839587213
TaxPro-CL|arts-crafts-and-sewing|V2|seed42,TaxPro-CL,arts-crafts-and-sewing,V2,42,warm,35000,6516,0.17956450324777085,0.22470946728373423,0.1315713072238837,0.1439267191411568
TaxPro-CL|arts-crafts-and-sewing|V2|seed0,TaxPro-CL,arts-crafts-and-sewing,V2,0,near_cold,9765,6233,0.0052227342549923195,0.012083973374295955,0.0023595832054970466,0.004067928637975739
TaxPro-CL|arts-crafts-and-sewing|V2|seed0,TaxPro-CL,arts-crafts-and-sewing,V2,0,long_tail,17815,11261,0.012227523622415568,0.02278272480630044,0.0060997696782774564,0.008829398106021551
TaxPro-CL|arts-crafts-and-sewing|V2|seed0,TaxPro-CL,arts-crafts-and-sewing,V2,0,overall,,,0.1344931727115755,0.16965778161887693,0.09988001587639707,0.10970432694639722
TaxPro-CL|arts-crafts-and-sewing|V2|seed0,TaxPro-CL,arts-crafts-and-sewing,V2,0,warm,35000,6516,0.18125096605900246,0.22632945894706596,0.1331212170929778,0.14553430610715481
TaxPro-CL|arts-crafts-and-sewing|V2|seed1,TaxPro-CL,arts-crafts-and-sewing,V2,1,near_cold,9765,6233,0.004608294930875576,0.011563406724697045,0.0021357022091674617,0.0039034420631341043
TaxPro-CL|arts-crafts-and-sewing|V2|seed1,TaxPro-CL,arts-crafts-and-sewing,V2,1,long_tail,17815,11261,0.0117023731562042,0.02225481024105778,0.0056997113623016874,0.008447904355359368
TaxPro-CL|arts-crafts-and-sewing|V2|seed1,TaxPro-CL,arts-crafts-and-sewing,V2,1,overall,,,0.13255449919385795,0.1678545333519515,0.09848972014013653,0.10831832265348769
TaxPro-CL|arts-crafts-and-sewing|V2|seed1,TaxPro-CL,arts-crafts-and-sewing,V2,1,warm,35000,6516,0.17851046935186676,0.22379611721319412,0.13116787880825753,0.1435759818262195
TaxPro-CL|arts-crafts-and-sewing|V3|seed42,TaxPro-CL,arts-crafts-and-sewing,V3,42,near_cold,9765,6233,0.005120327700972862,0.01063321385902031,0.002246479289200374,0.003644097969473898
TaxPro-CL|arts-crafts-and-sewing|V3|seed42,TaxPro-CL,arts-crafts-and-sewing,V3,42,long_tail,17815,11261,0.012464839242835314,0.021672435837465302,0.0059828184912206804,0.008379979515881196
TaxPro-CL|arts-crafts-and-sewing|V3|seed42,TaxPro-CL,arts-crafts-and-sewing,V3,42,overall,,,0.1336912087931623,0.1679427090961947,0.09921117864630072,0.10873423160588783
TaxPro-CL|arts-crafts-and-sewing|V3|seed42,TaxPro-CL,arts-crafts-and-sewing,V3,42,warm,35000,6516,0.17994619095315614,0.22445099789597903,0.13215832644141037,0.14432255476647673
TaxPro-CL|arts-crafts-and-sewing|V3|seed0,TaxPro-CL,arts-crafts-and-sewing,V3,0,near_cold,9765,6233,0.005120327700972862,0.011981566820276499,0.002328755760984606,0.0040404067151341115
TaxPro-CL|arts-crafts-and-sewing|V3|seed0,TaxPro-CL,arts-crafts-and-sewing,V3,0,long_tail,17815,11261,0.012255589858733278,0.022604971976288277,0.006072754868978761,0.008754769009561528
TaxPro-CL|arts-crafts-and-sewing|V3|seed0,TaxPro-CL,arts-crafts-and-sewing,V3,0,overall,,,0.13409694238657527,0.16948844271376198,0.0996646142785091,0.10953840021726963
TaxPro-CL|arts-crafts-and-sewing|V3|seed0,TaxPro-CL,arts-crafts-and-sewing,V3,0,warm,35000,6516,0.18069552388213175,0.2262033864877791,0.13284443134788562,0.14534998334746532
TaxPro-CL|arts-crafts-and-sewing|V3|seed1,TaxPro-CL,arts-crafts-and-sewing,V3,1,near_cold,9765,6233,0.004608294930875576,0.011256187062638675,0.002133037713667066,0.003832048744114398
TaxPro-CL|arts-crafts-and-sewing|V3|seed1,TaxPro-CL,arts-crafts-and-sewing,V3,1,long_tail,17815,11261,0.0117023731562042,0.022058346586833814,0.005676360473265571,0.008381297216188197
TaxPro-CL|arts-crafts-and-sewing|V3|seed1,TaxPro-CL,arts-crafts-and-sewing,V3,1,overall,,,0.13198486828031575,0.16738080725275678,0.09820664230616509,0.10806551380507415
TaxPro-CL|arts-crafts-and-sewing|V3|seed1,TaxPro-CL,arts-crafts-and-sewing,V3,1,warm,35000,6516,0.17770478907975795,0.22323801063723037,0.13077958654198335,0.14325111941847612
LightGCN|amazon-book|LightGCN-main|seed0,LightGCN,amazon-book,LightGCN-main,0,near_cold,13238,2363,0.0002643903912977791,0.001548572291886992,9.887536642182374e-05,0.0004275908085899305
LightGCN|amazon-book|LightGCN-main|seed0,LightGCN,amazon-book,LightGCN-main,0,long_tail,36609,24260,0.0009270364879641285,0.002474495456158372,0.0005122590366726724,0.0010251659227509121
LightGCN|amazon-book|LightGCN-main|seed0,LightGCN,amazon-book,LightGCN-main,0,overall,,,0.02342689610063605,0.04006372621887802,0.024787232703610468,0.03132348061383353
LightGCN|amazon-book|LightGCN-main|seed0,LightGCN,amazon-book,LightGCN-main,0,warm,52123,55186,0.03109918981907054,0.05268571075235183,0.028134491475153442,0.03639915025501461
LightGCN|amazon-book|LightGCN-main|seed1,LightGCN,amazon-book,LightGCN-main,1,near_cold,13238,2363,0.00033993050309714457,0.0016618824595860402,0.00010453459595223046,0.00044871893811070427
